Country Name,Country Code,Year,GDP,Life_Expectancy,Population_Growth,CO2,Region
Afghanistan,AFG,1960,,32.799,,0.0460598969515529,Asia
Afghanistan,AFG,1961,,33.291,1.9622391202036,0.0536043035470314,Asia
Afghanistan,AFG,1962,,33.757,2.0445228359303,0.0737647910285059,Asia
Afghanistan,AFG,1963,,34.201,2.1052082248002,0.0742326845713751,Asia
Afghanistan,AFG,1964,,34.673,2.16119547210755,0.0862924517957971,Asia
Afghanistan,AFG,1965,,35.124,2.23370858013984,0.101467397111853,Asia
Afghanistan,AFG,1966,,35.583,2.26965142881696,0.107636955493275,Asia
Afghanistan,AFG,1967,,36.042,2.30666800699098,0.123734289182204,Asia
Afghanistan,AFG,1968,,36.51,2.36068343389987,0.115497740266114,Asia
Afghanistan,AFG,1969,,36.979,2.39272037816067,0.0868234604347645,Asia
Afghanistan,AFG,1970,,37.46,2.4452057451213,0.150290626842792,Asia
Afghanistan,AFG,1971,,37.932,2.42851631309344,0.166042043909414,Asia
Afghanistan,AFG,1972,,38.423,2.44258389899974,0.130763849669935,Asia
Afghanistan,AFG,1973,,38.951,2.53475893911385,0.136279785317741,Asia
Afghanistan,AFG,1974,,39.469,2.5268442145866,0.155649443523339,Asia
Afghanistan,AFG,1975,,39.994,2.41525048462279,0.168928648642295,Asia
Afghanistan,AFG,1976,,40.518,2.21344608328696,0.154787205500433,Asia
Afghanistan,AFG,1977,,41.082,2.1280995644747,0.182963615640528,Asia
Afghanistan,AFG,1978,,40.086,2.00869785436837,0.163159570965847,Asia
Afghanistan,AFG,1979,,38.844,0.323658822560684,0.168376670540656,Asia
Afghanistan,AFG,1980,,39.258,-3.62580787978915,0.132858608266526,Asia
Afghanistan,AFG,1981,,39.406,-9.81977073931242,0.151972881166886,Asia
Afghanistan,AFG,1982,,36.058,-8.25803438536739,0.164803882774775,Asia
Afghanistan,AFG,1983,,36.517,-0.669999256586122,0.203635581728026,Asia
Afghanistan,AFG,1984,,31.473,2.46291172007885,0.234987712825851,Asia
Afghanistan,AFG,1985,,32.132,2.09257523944359,0.297827727116494,Asia
Afghanistan,AFG,1986,,38.4,-0.0593340233066949,0.270891120891651,Asia
Afghanistan,AFG,1987,,38.831,-0.282849651384286,0.271611659148617,Asia
Afghanistan,AFG,1988,,43.238,1.18267114653938,0.248472561210195,Asia
Afghanistan,AFG,1989,,44.496,2.9987647953118,0.235694613397337,Asia
Afghanistan,AFG,1990,,45.118,1.43458821147838,0.213449805430825,Asia
Afghanistan,AFG,1991,,45.521,1.59132588364829,0.187672723698956,Asia
Afghanistan,AFG,1992,,46.569,8.15641941048095,0.0996664742897102,Asia
Afghanistan,AFG,1993,,51.021,11.8072591071712,0.0891540360218903,Asia
Afghanistan,AFG,1994,,50.969,8.38872960212999,0.0800391696659047,Asia
Afghanistan,AFG,1995,,52.103,4.89368011973163,0.0726986180506249,Asia
Afghanistan,AFG,1996,,52.83,4.00540467357125,0.066044698489874,Asia
Afghanistan,AFG,1997,,53.212,3.80450803445817,0.0596483821733739,Asia
Afghanistan,AFG,1998,,52.487,3.7646866376293,0.0552071700173436,Asia
Afghanistan,AFG,1999,,54.532,3.72811603964771,0.0423325971841624,Asia
Afghanistan,AFG,2000,308.318269746638,55.005,1.21217597601851,0.0385063399794444,Asia
Afghanistan,AFG,2001,277.118051443941,55.511,0.762004896898895,0.0390023343469998,Asia
Afghanistan,AFG,2002,338.139973643387,56.225,5.25202958527833,0.0487155482755786,Asia
Afghanistan,AFG,2003,346.071627096223,57.171,6.14519400188515,0.0518295999397525,Asia
Afghanistan,AFG,2004,338.637273888197,57.81,3.57583485398158,0.0393778277264556,Asia
Afghanistan,AFG,2005,363.640141436773,58.247,3.51921696042587,0.0529482148912851,Asia
Afghanistan,AFG,2006,367.75831169358,58.553,4.09270201656348,0.0637284718722302,Asia
Afghanistan,AFG,2007,410.757728879097,58.956,1.8925975396006,0.0854175063621491,Asia
Afghanistan,AFG,2008,417.647282647498,59.708,2.18654618162979,0.154101422395248,Asia
Afghanistan,AFG,2009,488.830652491949,60.248,3.64638090813246,0.241722682109421,Asia
Afghanistan,AFG,2010,542.871030476037,60.702,2.93468670173474,0.293836993688923,Asia
Afghanistan,AFG,2011,525.42698276582,61.25,3.69150308391849,0.412016938260872,Asia
Afghanistan,AFG,2012,568.929021458341,61.735,4.04786256315645,0.350370580694022,Asia
Afghanistan,AFG,2013,580.603833333096,62.188,3.41822667584596,0.315601773217989,Asia
Afghanistan,AFG,2014,575.146245808546,62.26,3.63251884652008,0.299444990875517,Asia
Afghanistan,AFG,2015,565.569730408751,62.27,3.11995924146907,,Asia
Afghanistan,AFG,2016,563.872336723147,62.646,2.53571991833963,,Asia
Afghanistan,AFG,2017,562.769574140988,62.406,2.80833730805469,,Asia
Afghanistan,AFG,2018,553.125151688293,62.443,2.91080959861384,,Asia
Afghanistan,AFG,2019,557.861533207459,62.941,2.98438913621969,,Asia
Afghanistan,AFG,2020,527.834554499306,61.454,3.15360920291972,,Asia
Afghanistan,AFG,2021,408.625855217403,60.417,2.35609779179185,,Asia
Afghanistan,AFG,2022,377.665627080705,65.617,1.43570437048699,,Asia
Afghanistan,AFG,2023,378.06630312259,66.035,2.13559384981397,,Asia
Afghanistan,AFG,2024,,,2.83657317243522,,Asia
Africa Eastern and Southern,AFE,1960,1172.24357629523,44.169658253166,,,Aggregates
Africa Eastern and Southern,AFE,1961,1147.24032922367,44.4688383362574,2.6246235203985,,Aggregates
Africa Eastern and Southern,AFE,1962,1204.70304444272,44.8778899276437,2.68700877626946,,Aggregates
Africa Eastern and Southern,AFE,1963,1238.36709210357,45.160582805883,2.71404193548623,,Aggregates
Africa Eastern and Southern,AFE,1964,1261.02394594284,45.5356954673738,2.76985566424139,,Aggregates
Africa Eastern and Southern,AFE,1965,1289.34408443393,45.7707229233552,2.8098822116255,,Aggregates
Africa Eastern and Southern,AFE,1966,1314.06624819762,45.7657253575752,2.81032375617882,,Aggregates
Africa Eastern and Southern,AFE,1967,1345.84675667554,46.4407454164319,2.84481116053896,,Aggregates
Africa Eastern and Southern,AFE,1968,1361.80704498151,46.7386317469603,2.89053053210213,,Aggregates
Africa Eastern and Southern,AFE,1969,1390.38704716793,46.977475702472,2.88945065291198,,Aggregates
Africa Eastern and Southern,AFE,1970,1366.1337371684,47.2480056807395,2.88850904619344,,Aggregates
Africa Eastern and Southern,AFE,1971,1399.98424890681,47.4640156591505,2.88686159332995,,Aggregates
Africa Eastern and Southern,AFE,1972,1398.4570644789,47.1667922827106,2.84260156370146,,Aggregates
Africa Eastern and Southern,AFE,1973,1420.769757328,47.7466079240168,2.92057490651803,,Aggregates
Africa Eastern and Southern,AFE,1974,1454.64381279131,47.7443277639797,2.97492214745766,,Aggregates
Africa Eastern and Southern,AFE,1975,1432.59572850616,47.9685480547675,2.92186725484821,,Aggregates
Africa Eastern and Southern,AFE,1976,1424.55247488417,48.568138198282,2.91729731599594,,Aggregates
Africa Eastern and Southern,AFE,1977,1400.32715685614,48.8607248856663,2.82959668799219,,Aggregates
Africa Eastern and Southern,AFE,1978,1379.58686969055,48.9839167133521,2.98952355658372,,Aggregates
Africa Eastern and Southern,AFE,1979,1376.27040707096,49.4169883847351,3.12908916400582,,Aggregates
Africa Eastern and Southern,AFE,1980,1408.59109452572,49.816713138052,2.99895122759029,,Aggregates
Africa Eastern and Southern,AFE,1981,1420.507869671,50.0204932967522,3.09317148407782,,Aggregates
Africa Eastern and Southern,AFE,1982,1379.89173282188,50.2908293797205,3.21559919558012,,Aggregates
Africa Eastern and Southern,AFE,1983,1337.86056241106,48.9040956565702,3.13265066685359,,Aggregates
Africa Eastern and Southern,AFE,1984,1341.55648539065,48.9979586702537,3.03401872045451,,Aggregates
Africa Eastern and Southern,AFE,1985,1300.09766288742,49.3929024640878,3.0109923521529,,Aggregates
Africa Eastern and Southern,AFE,1986,1290.4244702607,50.0097614989116,2.987529648733,,Aggregates
Africa Eastern and Southern,AFE,1987,1301.85080794315,51.0689429320971,2.99676072743034,,Aggregates
Africa Eastern and Southern,AFE,1988,1318.62930936743,50.8766070614947,2.9047075526033,,Aggregates
Africa Eastern and Southern,AFE,1989,1316.45376668076,51.2658735140763,2.82575303796522,,Aggregates
Africa Eastern and Southern,AFE,1990,1281.50250276261,51.0963264543047,2.86654890669014,,Aggregates
Africa Eastern and Southern,AFE,1991,1245.54251372724,50.8732436063946,2.75069381267418,,Aggregates
Africa Eastern and Southern,AFE,1992,1184.33827550477,50.7159460478921,2.66048165065413,,Aggregates
Africa Eastern and Southern,AFE,1993,1145.08271181594,51.0737619133776,2.76949139016801,,Aggregates
Africa Eastern and Southern,AFE,1994,1136.57544469867,50.9665887956465,2.65931727355301,,Aggregates
Africa Eastern and Southern,AFE,1995,1154.87494174794,51.4820566813357,2.59624753960851,,Aggregates
Africa Eastern and Southern,AFE,1996,1186.07296437005,51.3531898360738,2.64520724063808,,Aggregates
Africa Eastern and Southern,AFE,1997,1200.46842325995,51.5708865171429,2.56360934676329,,Aggregates
Africa Eastern and Southern,AFE,1998,1190.26744135748,51.3179554721368,2.59082906065185,,Aggregates
Africa Eastern and Southern,AFE,1999,1190.1711033462,51.8070772449868,2.62289295632848,,Aggregates
Africa Eastern and Southern,AFE,2000,1196.92976594366,52.5573418626777,2.59538933998788,,Aggregates
Africa Eastern and Southern,AFE,2001,1207.22915865621,52.8755360536287,2.5886417713116,,Aggregates
Africa Eastern and Southern,AFE,2002,1221.24592539704,53.2067443343026,2.60780157535376,,Aggregates
Africa Eastern and Southern,AFE,2003,1224.80628548513,53.6783047685822,2.61906809457548,,Aggregates
Africa Eastern and Southern,AFE,2004,1259.13592068834,54.1929278660434,2.64137149821667,,Aggregates
Africa Eastern and Southern,AFE,2005,1301.66161668619,54.8076807136336,2.65847839652985,,Aggregates
